folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,disp_agua,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos_inca,focos_ahor,combustible,estufa_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,tipo_finan,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medidor_luz,bomba_agua,tanque_gas,aire_acond,calefacc,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor_viv
0808955905,1,8,03,3, ,1,1,2,3,6,1,2,1,2,1,2,1,0,0,1,1,12,0,3, ,1,2, ,2000, , , , , , , , , , ,1,1,1,1,2,2,1,1,1,2,2,2,2,4,2,2,1,080600000,000-0,3,2,041,06000,1709
0809003111,1,8,03,3,30, ,1,2,4,5,1,1,1,2,1,2,2,0,0,1,1,0,11,3, ,1,4, ,2000, , ,1,1,5,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,1,1,2,5,4,1,1,080620000,000-0,3,2,041,06320,1750
0809003112,1,8,03,3,40, ,1,2,3,7,1,1,1,2,1,2,2,0,0,1,1,0,17,3, ,1,4, ,1000, , ,1,1,5,01,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,1,2,3,2,1,1,080620000,000-0,3,2,041,06320,1750
0809003113,3,8,03,2,30, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,4,0,3, ,1,1,800, , ,1, , , , , , , , ,1,2,1,2,2,2,2,1,1,2,2,2,2,4,3,1,1,080620000,000-0,3,2,041,06320,1750
0809003114,1,7,10,3,45, ,1,2,2,5,1,1,1,2,1,2,2,0,0,1,1,7,0,5, ,1,4, ,2000, , ,2, ,5,01,1, , ,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,0,1,080620000,000-0,3,2,041,06320,1750
0809003115,1,8,03,3,20, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,0,7,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,080620000,000-0,3,2,041,06320,1750
0809003301,1,7,03,3,60, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,2,4,3, ,1,2, ,1200, , , , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,080620000,000-0,3,2,041,06320,1750
0809003302,1,7,03,2, ,1,1,2,2,3,2,3,1,2,1,2,1,0,0,1,1,0,3,3, ,1,2, ,600, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,080620000,000-0,3,2,041,06320,1750
0809003303,1,7,03,2, ,1,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,5,0,3, ,1,1,1000, , ,1, , , , , , , , ,2,2,1,2,2,2,2,1,1,2,2,1,2,6,3,3,1,080620000,000-0,3,2,041,06320,1750
0809003304,1,7,03,2,27, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,6,0,3, ,1,4, ,500, , ,3, ,5,01,1, , ,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,080620000,000-0,3,2,041,06320,1750
0809003305,1,7,03,3,90, ,1,2,3,6,1,1,1,2,1,2,1,1,0,1,1,0,4,3, ,1,4, ,800, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,1,3,1,2,1,080620000,000-0,3,2,041,06320,1750
0809003516,1,7,03,2, ,1,1,2,2,5,1,1,1,2,1,2,1,0,0,2,1,4,0,3, ,1,4, ,800, , ,4, , ,01,1, , ,1,2,1,1,1,2,2,2,2,1,2,2,2,2,6,4,2,1,080620000,000-0,3,2,041,06320,1750
0809003517,1,8,03,3,70, ,1,2,4,8,1,1,1,2,1,2,2,0,0,1,1,0,12,3, ,1,4, ,1500, , ,1,1,5,01,1, , ,3,1,1,1,1,2,2,1,2,1,2,2,2,2,6,4,2,1,080620000,000-0,3,2,041,06320,1750
0809003519,1,8,03,3, ,1,1,2,3,7,1,1,1,2,1,2,2,0,0,1,1,0,21,3, ,1,2, ,2000, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,1,1,2,4,2,2,1,080620000,000-0,3,2,041,06320,1750
0809003520,1,8,03,3, ,1,1,2,3,4,1,1,1,2,1,2,2,0,0,1,1,0,13,3, ,1,2, ,1500, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,1,1,2,5,3,2,1,080620000,000-0,3,2,041,06320,1750
0809003806,1,7,03,2, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,3,1,3, ,1,4, ,1000, , ,2, ,5,02,1, , ,1,2,2,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,080620000,000-0,3,2,041,06320,1750
0809003807,1,7,03,2,30, ,1,2,4,6,1,1,1,2,1,2,1,0,0,1,1,6,0,3, ,1,4, ,800, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,5,1,4,1,080620000,000-0,3,2,041,06320,1750
0809003808,1,7,03,2, ,1,1,2,2,3,1,1,1,2,3,2,0,1,0,2,1,0,4,3, ,1,1,650, , ,1, , , , , , , , ,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,080620000,000-0,3,2,041,06320,1750
0809003809,1,8,03,3,30, ,1,2,4,10,1,1,1,2,1,2,1,2,1,1,1,0,20,3, ,1,4, ,3000, , ,3, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,080620000,000-0,3,2,041,06320,1750
0809059201,1,8,10,3,6, ,1,2,3,4,1,1,1,2,1,2,2,1,0,1,1,0,17,4, ,1,3, ,3000,5200,1,1,1,1,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,1,1,4,3,1,1,080370000,000-0,1,4,047,06090,1716
0809059202,1,8,10,3, ,1,1,2,3,5,1,1,1,2,1,1,2,1,0,1,1,2,11,4, ,1,3, ,6000,2600,1,1,2,&,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,1,2,1,080370000,000-0,1,4,047,06090,1716
0809059203,1,8,10,3,7, ,1,2,3,6,1,1,1,2,1,2,2,1,0,1,1,3,11,4, ,1,3, ,4500,3800,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,1,1,1,3,1,2,1,080370000,000-0,1,4,047,06090,1716
0809059204,1,8,10,3,7, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,0,10,4, ,1,3, ,3000,4500,1,1,1,1,02,1, , ,1,1,1,1,2,2,2,2,1,1,1,2,1,1,4,2,2,1,080370000,000-0,1,4,047,06090,1716
0809059205,1,8,10,3,9, ,1,2,3,5,1,1,1,2,1,2,2,1,0,1,1,0,9,4, ,1,3, ,4500,7500,1,1,1,2,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,1,1,3,1,2,1,080370000,000-0,1,4,047,06090,1716
0809075901,1,8,10,2,13, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,7,2,3, ,1,3, ,1500,1600,1,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,1,1,6,2,4,1,080370000,000-0,1,4,047,06270,2696
0809075902,1,8,10,3,20, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,2,3,3, ,1,1,1000, , ,1, , , , , , , , ,1,1,1,2,2,2,2,1,1,2,2,1,1,4,1,3,1,080370000,000-0,1,4,047,06270,2696
0809075903,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,4,5,3, ,1,3, ,1500,1500,2,1,1,3,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,1,1,4,1,3,1,080370000,000-0,1,4,047,06270,2696
0809075904,1,8,10,2,10, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,8,1,3, ,1,3, ,1000,1800,1,1,1,1,02,1, , ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,1,1,080370000,000-0,1,4,047,06270,2696
0809075905,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,2,3,3, ,1,3, ,1500,700,1,1,1,1,02,1, , ,1,1,1,1,2,2,2,2,1,1,2,1,1,1,5,2,3,1,080370000,000-0,1,4,047,06270,2696
0860265201,1,7,03,3, ,1,2, ,1,1,2,1,1,1,1,2,1,0,0,2,1,0,1,1,1,4,2, ,300, , , , , , , , , , ,1,2,1,2,2,2,2,2,1,2,2,2,2,2,0,2,1,080120000,000-0,4,1,043,06390,1490
0860265202,1,7,03,3,1, ,2, ,1,1,2,1,1,1,1,2,1,0,0,2,1,0,1,2,1,4,2, ,150, , , , , , , , , , ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,080120000,000-0,4,1,043,06390,1490
0860265203,1,8,03,2, ,1,2, ,1,1,2,1,1,1,1,2,1,0,0,2,1,0,1,1,1,4,2, ,1000, , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,080120000,000-0,4,1,043,06390,1490
0860265204,1,7,03,2,3, ,1,1,1,1,1,1,1,2,3,2,0,1,0,2,3,0,1,1,2,4,4, ,300, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,080120000,000-0,4,1,043,06390,1490
0860265205,1,8,03,3, ,1,1,1,1,1,2,1,1,1,1,2,0,1,0,2,1,0,3,1,1,4,2, ,250, , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,080120000,000-0,4,1,043,06390,1490
0860265206,1,7,03,2, ,1,1,1,1,1,2,1,1,1,1,2,1,0,0,2,1,0,2,3, ,4,2, ,500, , , , , , , , , , ,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,0,1,080120000,000-0,4,1,043,06390,1490
0860265412,1,7,03,2, ,1,1,1,1,1,7, ,2, , , , , , ,5,5, , ,1,2,4,4, ,800, , ,4, , ,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,080120000,000-0,4,1,043,06390,1490
0860265413,1,8,03,2, ,1,1,1,2,2,7, ,2, , , , , , ,5,3,0,2,1,1,7,4, ,100, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,11,7,4,1,080120000,000-0,4,1,043,06390,1490
0860265414,1,7,03,2, ,1,1,1,4,4,7, ,2, , , , , , ,5,3,3,0,1,2,4,4, ,200, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,12,6,6,1,080120000,000-0,4,1,043,06390,1490
0860265415,1,8,03,2, ,1,1,1,2,2,7, ,2, , , , , , ,5,5, , ,1,2,4,4, ,100, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,1,080120000,000-0,4,1,043,06390,1490
0860265416,1,7,03,1, ,1,1,1,1,1,7, ,2, , , , , , ,5,5, , ,1,1,4,4, ,600, , ,4, , ,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,080120000,000-0,4,1,043,06390,1490
0860265417,1,7,03,2,9, ,1,1,1,1,7, ,1,2,3,2,0,1,0,5,3,0,1,1,1,4,4, ,600, , ,1,1,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,080120000,000-0,4,1,043,06390,1490
0860265718,1,7,03,2,10, ,1,1,2,3,7, ,2, , , , , , ,5,3,3,0,1,2,4,4, ,300, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,12,6,6,1,080120000,000-0,4,1,043,06390,1490
0860265719,1,7,03,2,11, ,1,2,1,2,7, ,2, , , , , , ,5,5, , ,1,2,4,4, ,200, , ,2, ,5,01,1, , ,4,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,080120000,000-0,4,1,043,06390,1490
0860265720,1,7,03,1,10, ,2, ,2,2,6, ,2, , , , , , ,5,5, , ,1,2,4,4, ,300, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,1,080120000,000-0,4,1,043,06390,1490
0860265721,1,7,07,1,20, ,2, ,3,3,7, ,2, , , , , , ,5,5, , ,1,2,4,4, ,500, , ,3, ,5,01,1, , ,4,2,2,2,2,2,2,2,2,2,2,2,2,2,10,5,5,1,080120000,000-0,4,1,043,06390,1490
0860265722,1,7,03,1, ,1,1,2,3,4,7, ,2, , , , , , ,5,5, , ,1,2,7,4, ,200, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,9,5,4,1,080120000,000-0,4,1,043,06390,1490
0860265723,1,7,03,2,10, ,2, ,1,1,7, ,2, , , , , , ,5,5, , ,1,1,4,4, ,300, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,1,080120000,000-0,4,1,043,06390,1490
0860265907,1,7,03,2,6, ,1,2,2,3,4, ,1,2,3,2,0,1,0,5,3,1,0,1,1,4,4, ,400, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,9,4,5,2,080120000,000-0,4,1,043,06390,1490
0860265908,1,7,03,2, ,1,1,1,1,1,7, ,2, , , , , , ,5,5, , ,1,2,4,4, ,500, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,080120000,000-0,4,1,043,06390,1490
0860265910,1,8,03,2, ,1,1,2,1,2,4, ,2, , , , , , ,5,3,1,0,1,2,4,4, ,600, , ,4, , ,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,080120000,000-0,4,1,043,06390,1490
0860298111,1,6,03,3,12, ,1,2,3,7,1,1,1,2,3,2,1,0,0,2,1,0,7,3, ,1,4, ,2400, , ,3, ,5,01,1, , ,1,2,1,1,2,2,2,2,1,1,2,1,2,1,6,2,4,1,080170000,000-0,4,2,044,06400,1435
0860298112,1,6,03,3,4, ,1,2,3,8,1,1,1,2,1,2,1,1,0,2,1,0,20,3, ,1,4, ,2000, , ,2, ,4,01,1,02,1,3,1,1,1,2,2,2,1,1,1,2,1,2,1,4,2,2,1,080170000,000-0,4,2,044,06400,1435
0860298113,1,8,03,3,3, ,1,2,2,13,1,1,1,2,1,2,2,0,0,2,1,1,13,3, ,4,4, ,2000, , ,2, ,4,01,1, , ,3,2,1,1,2,2,2,2,1,1,2,1,2,1,5,4,1,1,080170000,000-0,4,2,044,06400,1435
0860298115,1,8,03,2,15, ,1,2,2,8,1,1,1,2,1,2,1,0,0,1,1,0,13,3, ,4,4, ,5000, , ,1,1,5,01,1, , ,1,1,2,1,2,2,2,2,1,1,1,1,2,1,4,3,1,1,080170000,000-0,4,2,044,06400,1435
0860298316,1,7,03,2, ,1,1,2,8,9,1,1,1,2,1,2,1,1,0,2,1,1,15,3, ,1,4, ,1300, , ,1,1,5,01,1, , ,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,3,1,1,080170000,000-0,4,2,044,06400,1435
0860298317,1,7,03,2,50, ,1,2,1,6,1,1,1,2,1,2,1,0,0,2,1,6,0,3, ,1,4, ,1300, , ,3, ,5,01,1, , ,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,0,1,1,080170000,000-0,4,2,044,06400,1435
0860298319,1,7,03,3,35, ,1,2,1,6,1,1,1,2,1,2,2,0,0,2,1,0,12,3, ,1,4, ,1000, , ,1,1,4,01,1, , ,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,080170000,000-0,4,2,044,06400,1435
0860298320,1,8,03,3,10, ,1,2,3,5,1,1,1,2,1,2,1,0,0,2,1,0,9,3, ,1,4, ,2000, , ,3, ,5,01,1, , ,3,1,2,1,2,2,2,2,1,1,2,1,2,1,6,2,4,1,080170000,000-0,4,2,044,06400,1435
0860298606,1,3,10,3,5, ,2, ,3,8,1,1,1,2,1,2,1,2,0,2,1,0,15,3, ,1,5, ,1000, , , , , , , , , , ,1,1,1,2,2,2,1,1,1,2,2,2,1,5,3,2,1,080170000,000-0,4,2,044,06400,1435
0860298607,1,8,03,3,22, ,1,2,3,7,1,1,1,2,1,2,1,0,0,2,1,7,0,3, ,1,4, ,2000, , ,3, ,5,01,1,02,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,3,1,2,1,080170000,000-0,4,2,044,06400,1435
0860298608,1,3,10,3, ,1,1,2,2,5,1,1,1,2,1,2,1,0,0,2,1,0,7,3, ,1,2, ,1000, , , , , , , , , , ,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,1,080170000,000-0,4,2,044,06400,1435
0860298609,1,8,03,2,35, ,1,2,3,6,1,1,1,2,1,2,1,0,0,2,1,0,7,3, ,1,4, ,650, , ,1,1,5,01,1, , ,1,1,2,1,2,2,2,2,1,1,2,1,2,2,4,2,2,1,080170000,000-0,4,2,044,06400,1435
0860298610,5,3,03,3, ,1,1,1,2,3,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,2, ,1000, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,1,1,1,4,2,2,1,080170000,000-0,4,2,044,06400,1435
0860298801,1,7,03,2, ,1,1,1,1,1,2,1,1,1,1,2,0,1,0,2,1,0,1,3, ,1,2, ,400, , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,080170000,000-0,4,2,044,06400,1435
0860298802,1,7,03,2, ,1,1,1,1,1,1,1,1,1,1,2,0,1,0,2,1,1,0,3, ,1,2, ,800, , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,080170000,000-0,4,2,044,06400,1435
0860298803,1,7,03,3,15, ,1,2,2,4,1,1,1,2,1,2,1,0,0,2,1,5,2,3, ,1,2, ,500, , , , , , , , , , ,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,080170000,000-0,4,2,044,06400,1435
0860298804,1,7,03,3, ,1,1,2,4,9,1,1,1,2,1,2,1,0,0,1,1,15,0,5, ,1,2, ,2000, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,1,2,2,4,3,1,1,080170000,000-0,4,2,044,06400,1435
0860298805,1,8,09,2,15, ,1,2,3,7,1,1,1,2,1,2,4,0,0,1,1,0,20,3, ,1,4, ,3500, , ,1,1,5,01,1, , ,3,2,1,1,2,2,2,2,1,1,2,1,2,2,4,2,2,1,080170000,000-0,4,2,044,06400,1435
0860318217,1,8,03,3,13, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,2,4, ,2500, , ,2, ,5,01,1, , ,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5,2,3,1,080170000,000-0,4,2,044,06420,1553
0860318218,1,8,10,3,12, ,1,2,3,7,1,1,1,2,1,2,2,0,0,1,1,11,0,4, ,1,4, ,2000, , ,3, ,5,02,1,01,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,6,4,2,1,080170000,000-0,4,2,044,06420,1553
0860318219,1,8,03,3,12, ,1,2,3,6,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,1,4, ,2200, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,1,1,2,1,1,2,6,3,3,1,080170000,000-0,4,2,044,06420,1553
0860318220,1,8,03,3,15, ,1,2,3,7,1,1,1,2,1,2,0,1,1,2,1,0,7,3, ,4,4, ,1100, , ,3, ,5,01,1, , ,2,2,1,1,2,2,2,2,1,1,2,1,2,2,10,4,6,1,080170000,000-0,4,2,044,06420,1553
0860318406,1,8,07,2,7, ,1,2,2,7,1,1,1,1,1,2,1,0,0,2,1,15,0,3, ,3,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,1,1,2,1,1,1,3,1,2,1,080170000,000-0,4,2,044,06420,1553
0860318407,1,8,03,2,5, ,1,2,3,10,1,1,1,2,1,2,2,1,0,2,1,0,17,3, ,1,4, ,2000, , ,3, ,2,01,1, , ,3,2,1,1,2,2,2,2,1,1,2,1,1,1,3,1,2,1,080170000,000-0,4,2,044,06420,1553
0860318408,1,8,03,1,2, ,1,2,2,6,1,1,1,2,1,2,1,0,0,2,1,0,8,3, ,1,4, ,2000, , ,3, ,2,01,1, , ,3,2,1,1,2,2,2,2,1,1,2,1,2,2,6,4,2,1,080170000,000-0,4,2,044,06420,1553
0860318409,1,6,03,3,2, ,1,2,1,13,1,1,1,2,1,2,2,0,0,1,1,0,15,3, ,1,4, ,2000, , ,1,2,4,01,1, , ,3,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,080170000,000-0,4,2,044,06420,1553
0860318410,1,8,03,3,8, ,1,2,2,6,1,1,1,2,1,2,1,0,0,2,1,1,8,3, ,5,2, ,1000, , , , , , , , , , ,2,1,1,2,2,2,2,1,1,2,2,2,2,6,3,3,1,080170000,000-0,4,2,044,06420,1553
0860318511,1,8,07,3, ,1,1,2,3,11,1,1,1,2,1,2,1,1,0,2,1,6,30,3, ,4,1,2000, , ,1, , , , , , , , ,2,1,1,1,2,2,2,1,1,2,1,1,1,3,2,1,1,080170000,000-0,4,2,044,06420,1553
0860318512,1,8,03,3,30, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,4,1,3, ,4,2, ,1000, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,080170000,000-0,4,2,044,06420,1553
0860318513,1,8,03,2, ,1,1,2,2,3,2,1,1,1,2,2,0,1,1,2,1,3,0,3, ,4,2, ,550, , , , , , , , , , ,2,2,1,2,2,2,2,1,1,2,2,2,1,4,3,1,1,080170000,000-0,4,2,044,06420,1553
0860318514,1,8,03,2,12, ,1,2,2,4,2,1,1,1,2,2,0,1,0,2,1,3,0,3, ,4,2, ,500, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,9,3,6,1,080170000,000-0,4,2,044,06420,1553
0860318515,1,8,07,3,2, ,1,2,2,7,1,1,1,2,1,2,2,0,0,2,1,4,18,3, ,4,4, ,2000, , ,2, ,5,01,1, , ,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,080170000,000-0,4,2,044,06420,1553
0860318901,1,8,03,3,7, ,1,2,2,10,1,1,1,1,1,2,1,0,0,2,1,0,14,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,1,1,1,2,2,2,1,6,4,2,1,080170000,000-0,4,2,044,06420,1553
0860318902,1,6,07,2,13, ,1,1,2,4,1,1,1,2,1,2,1,0,0,2,1,7,1,3, ,4,4, ,2000, , ,4, , ,01,1, , ,1,2,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,080170000,000-0,4,2,044,06420,1553
0860318903,1,8,10,3,9, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,1,4, ,2000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,1,2,1,1,2,2,2,2,4,1,3,1,080170000,000-0,4,2,044,06420,1553
0860318904,1,8,03,2,4, ,1,2,2,4,1,1,1,2,1,2,1,0,0,2,1,0,17,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,1,1,1,2,1,2,2,6,4,2,1,080170000,000-0,4,2,044,06420,1553
0860318905,1,8,03,3,11, ,1,2,3,12,1,1,1,2,1,2,1,1,0,2,1,0,16,3, ,1,4, ,1500, , ,4, , ,01,1, , ,1,1,1,1,2,2,2,1,1,1,2,1,2,1,5,2,3,1,080170000,000-0,4,2,044,06420,1553
0860859312,1,7,03,2,2, ,1,1,2,2,7, ,2, , , , , , ,5,5, , ,1,1,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,080660000,000-0,4,1,043,06410,1717
0860859313,1,8,07,1,30, ,1,1,1,1,7, ,2, , , , , , ,5,5, , ,1,1,7,4, ,200, , ,3, ,5,01,1, , ,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,080660000,000-0,4,1,043,06410,1717
0860859315,1,6,07,2, ,1,1,1,2,2,2,5,2, , , , , , ,5,5, , ,1,1,7,4, ,200, , ,2, ,5,01,1, , ,3,2,2,2,2,2,1,2,2,2,2,2,2,1,7,5,2,1,080660000,000-0,4,1,043,06410,1717
0860859316,1,7,03,2,9, ,1,1,2,2,7, ,1,1,3,2,0,1,0,5,3,2,0,1,1,5,4, ,230, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,2,2,2,2,2,1,8,3,5,1,080660000,000-0,4,1,043,06410,1717
0860859617,1,7,03,2,60, ,1,2,1,2,7, ,2, , , , , , ,5,5, , ,1,1,4,4, ,400, , ,4, , ,02,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,080660000,000-0,4,1,043,06410,1717
0860859618,1,7,08,2,4, ,1,2,1,2,7, ,1,2,3,2,0,1,0,5,1,3,0,1,1,4,4, ,200, , ,3, ,5,01,1, , ,1,1,2,2,1,2,2,2,2,1,2,2,2,2,4,2,2,1,080660000,000-0,4,1,043,06410,1717
0860859619,1,7,02,2, ,1,1,2,2,5,1,1,2, , , , , , ,5,3,1,0,1,1,4,4, ,800, , ,3, ,5,01,1, , ,4,1,2,2,2,2,1,2,2,2,2,2,2,2,7,4,3,1,080660000,000-0,4,1,043,06410,1717
0860859620,1,7,03,1,30, ,1,2,2,3,7, ,2, , , , , , ,5,5, , ,1,1,5,4, ,500, , ,3, ,5,02,1, , ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,080660000,000-0,4,1,043,06410,1717
0860859621,1,7,03,1,3, ,1,2,1,2,1,1,1,1,3,2,0,1,0,2,5, , ,1,2,4,4, ,400, , ,1,1,5,01,1, , ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,080660000,000-0,4,1,043,06410,1717
0860859702,1,7,03,2,20, ,1,2,1,2,7, ,2, , , , , , ,5,1,2,0,1,1,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,080660000,000-0,4,1,043,06410,1717
0860859704,1,7,07,2,40, ,1,2,2,3,2,2,1,2,1,2,1,0,0,2,1,3,0,3, ,4,4, ,500, , ,3, ,5,01,1, , ,3,1,2,1,1,2,1,2,2,1,2,2,2,2,5,3,2,1,080660000,000-0,4,1,043,06410,1717
0860859705,1,7,03,2,45, ,1,2,2,4,1,4,1,2,1,2,0,1,0,2,1,4,0,1,1,4,4, ,500, , ,4, , ,01,1, , ,3,1,1,2,2,2,2,2,2,1,2,2,2,2,5,2,3,1,080660000,000-0,4,1,043,06410,1717
0860859706,1,7,03,2,30, ,1,2,3,4,7, ,1,2,2,2,0,1,0,3,1,4,0,1,1,4,4, ,500, , ,3, ,5,01,1, , ,3,2,1,2,1,2,2,2,2,1,2,2,2,2,4,2,2,1,080660000,000-0,4,1,043,06410,1717
0860859808,1,8,03,2,8, ,1,1,1,1,7, ,2, , , , , , ,5,5, , ,1,2,4,4, ,300, , ,2, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,080660000,000-0,4,1,043,06410,1717
0860859810,1,7,03,1,30, ,1,2,1,2,2,1,1,2,3,2,0,1,0,5,5, , ,1,1,4,4, ,500, , ,3, ,5,01,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,080660000,000-0,4,1,043,06410,1717
