folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,disp_agua,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos_inca,focos_ahor,combustible,estufa_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,tipo_finan,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medidor_luz,bomba_agua,tanque_gas,aire_acond,calefacc,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor_viv
2900472303,1,8,10,2,40, ,1,2,2,3,1,5,1,2,1,2,0,1,0,1,1,0,3,3, ,1,2, ,5000, , , , , , , , , , ,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,290250000,000-0,2,2,177,23530,696
2900472304,1,8,10,2,26, ,1,2,3,4,1,5,1,2,1,2,1,0,0,1,1,0,4,1,2,1,4, ,1500, , ,2, ,5,01,1, , ,3,1,1,1,1,1,2,2,1,1,1,2,2,2,6,1,5,1,290250000,000-0,2,2,177,23530,696
2900472305,1,8,10,2,6, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,4,6,3, ,4,4, ,1000, , ,2, ,5,01,1, , ,3,1,2,1,1,1,2,2,1,1,1,2,2,2,5,2,3,1,290250000,000-0,2,2,177,23530,696
2900473501,1,8,10,2,34, ,1,2,3,5,2,5,2, , , , , , ,1,1,0,3,6, ,5,4, ,1500, , ,3, ,5,01,1, , ,3,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,0,1,290250000,000-0,2,2,177,24060,678
2900473502,1,8,10,2,30, ,1,2,1,2,1,3,1,2,1,2,1,0,0,1,1,2,0,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,0,1,290250000,000-0,2,2,177,24060,678
2900473503,1,8,10,2,46, ,1,2,2,3,1,4,1,2,1,2,1,0,0,1,1,2,3,3, ,1,4, ,4000, , ,2, ,5,01,1, , ,3,2,2,1,1,1,2,2,1,1,1,2,2,2,3,2,1,1,290250000,000-0,2,2,177,24060,678
2900473505,1,8,10,3,15, ,1,2,3,4,1,4,1,2,1,2,1,1,0,1,1,0,6,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,1,2,1,1,1,1,2,2,5,2,3,1,290250000,000-0,2,2,177,24060,678
2900534701,1,8,10,2,3, ,1,1,1,2,1,5,2, , , , , , ,5,1,2,0,3, ,1,2, ,1000, , , , , , , , , , ,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,290250000,000-0,2,2,177,23480,626
2900534702,1,8,10,2,30, ,1,2,2,4,1,5,1,1,2,2,0,1,0,1,1,0,5,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,3,1,2,2,2,1,2,2,2,1,1,1,2,2,6,2,4,1,290250000,000-0,2,2,177,23480,626
2900534703,1,8,10,1,10, ,1,2,2,4,1,5,1,2,2,2,0,1,0,1,1,0,4,1,2,1,4, ,1000, , ,3, ,5,01,1, , ,4,1,2,2,2,1,2,2,2,1,2,2,2,2,6,3,3,1,290250000,000-0,2,2,177,23480,626
2900534704,1,8,10,2,50, ,1,2,1,3,1,5,1,2,2,2,1,0,0,1,1,0,8,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,3,1,2,1,1,1,2,2,2,1,2,2,2,2,5,2,3,1,290250000,000-0,2,2,177,23480,626
2900534705,1,8,10,2,20, ,1,2,1,3,1,5,1,1,2,2,0,1,0,1,1,0,3,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,2,2,2,1,2,2,2,1,2,2,2,2,3,1,2,1,290250000,000-0,2,2,177,23480,626
2900576901,1,8,10,2,10, ,1,2,2,5,1,2,1,2,1,2,1,0,0,1,1,5,0,3, ,1,4, ,1000, , ,2, ,5,01,1,02,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,6,3,3,1,290280000,000-0,2,2,177,23740,577
2900576902,1,8,10,2,20, ,1,2,2,3,2,2,1,1,2,2,0,1,0,1,1,5,0,1,2,1,4, ,900, , ,2, ,5,01,1, , ,2,1,2,2,2,2,2,2,2,1,2,2,2,2,10,3,7,2,290280000,000-0,2,2,177,23740,577
2900576903,1,8,10,2,40, ,1,2,3,4,1,2,1,2,1,2,1,1,0,1,1,2,6,3, ,1,4, ,2000, , ,2, ,5,01,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,2,2,3,2,1,1,290280000,000-0,2,2,177,23740,577
2900576904,1,8,10,3,25, ,1,2,3,4,1,2,1,2,1,2,0,1,1,1,1,11,3,3, ,1,4, ,1200, , ,2, ,5,01,1, , ,2,1,1,1,1,2,1,2,1,1,2,2,2,2,6,3,3,1,290280000,000-0,2,2,177,23740,577
2900576905,1,8,10,2,5, ,1,2,3,4,1,1,1,2,1,2,1,1,0,1,1,0,12,3, ,1,4, ,1500, , ,4, , ,01,1,02,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,4,2,2,1,290280000,000-0,2,2,177,23740,577
2900595101,1,8,10,2,33, ,1,2,2,4,1,2,1,2,1,2,0,1,1,1,1,0,6,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,3,1,2,1,1,2,2,2,2,1,2,2,2,2,6,3,3,1,290280000,000-0,2,2,177,23990,618
2900595102,1,8,10,2, ,1,1,2,2,3,2,4,1,2,1,2,0,1,0,1,1,0,5,2,2,1,2, ,900, , , , , , , , , , ,1,2,2,1,2,1,2,2,1,2,2,2,2,6,3,3,1,290280000,000-0,2,2,177,23990,618
2900595103,1,8,10,3,35, ,1,2,4,7,1,2,1,2,1,2,2,1,0,1,1,0,12,3, ,1,4, ,4000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,290280000,000-0,2,2,177,23990,618
2900595104,1,8,10,3,16, ,1,2,2,4,1,2,1,2,1,2,1,0,0,1,1,6,0,3, ,4,4, ,2000, , ,2, ,5,01,1, , ,3,1,2,1,1,2,1,2,1,1,2,1,2,2,4,2,2,1,290280000,000-0,2,2,177,23990,618
2900595105,1,8,10,2,12, ,1,2,2,4,1,2,1,2,1,2,0,1,1,1,1,4,3,3, ,1,4, ,1000, , ,2, ,5,01,1,02,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,8,5,3,1,290280000,000-0,2,2,177,23990,618
2900612601,1,8,10,3,13, ,1,2,3,7,1,3,1,2,1,2,1,0,0,1,1,17,0,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,4,2,2,1,290310000,000-0,2,2,177,23940,575
2900612602,1,8,10,3,15, ,1,2,3,8,1,2,1,2,1,2,1,1,0,1,1,0,20,3, ,1,4, ,2000, , ,2, ,5,02,1, , ,1,1,1,1,1,2,2,2,1,1,2,1,2,2,7,4,3,1,290310000,000-0,2,2,177,23940,575
2900612603,1,8,10,2,6, ,1,2,2,4,2,2,1,1,2,2,0,1,0,1,1,6,1,4, ,1,4, ,700, , ,2, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,7,5,2,1,290310000,000-0,2,2,177,23940,575
2900612604,1,8,10,2,1, ,1,2,3,6,1,2,1,2,1,2,1,1,0,1,1,13,2,3, ,1,1,1700, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,2,2,2,2,6,3,3,1,290310000,000-0,2,2,177,23940,575
2900642201,2,8,10,2,24, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,2,2,3, ,1,3, ,1000,920,1,1,2,1,01,1, , ,1,1,1,1,2,1,2,2,1,1,2,2,2,2,8,4,4,1,290310000,000-0,2,2,177,23500,447
2900642202,2,8,10,3,30, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,9,0,3, ,1,4, ,1000, , ,1,2,1,01,1, , ,3,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,290310000,000-0,2,2,177,23500,447
2900642204,2,8,10,3,20, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,10,5,3, ,1,3, ,1000,800,1,1,2,1,01,1, , ,3,1,1,1,2,1,1,2,1,1,2,1,2,2,7,3,4,1,290310000,000-0,2,2,177,23500,447
2900666803,1,8,10,3, ,1,1,2,1,5,1,2,1,2,1,2,1,0,0,1,1,0,11,3, ,1,1,1600, , ,1, , , , , , , , ,1,1,1,1,2,1,2,1,1,2,2,2,2,4,1,3,1,290330000,000-0,2,4,179,23950,890
2900666805,1,8,10,2, ,1,1,2,2,3,1,2,1,2,1,2,1,0,0,1,1,0,6,3, ,1,1,1000, , ,1, , , , , , , , ,1,1,1,1,1,1,2,1,1,1,1,2,2,6,2,4,1,290330000,000-0,2,4,179,23950,890
2900682401,1,8,10,2,25, ,1,2,4,5,2,2,1,2,2,2,0,1,0,2,1,3,2,3, ,1,2, ,1000, , , , , , , , , , ,1,2,2,1,2,1,2,2,1,2,2,2,2,5,2,3,1,290330000,000-0,2,2,177,23830,487
2900682402,1,8,10,3, ,1,1,2,3,6,1,2,1,2,1,2,1,1,0,1,1,0,7,3, ,1,1,2500, , ,1, , , , , , , , ,1,1,1,1,1,1,2,1,1,1,2,2,2,4,2,2,1,290330000,000-0,2,2,177,23830,487
2900682403,1,8,10,3,10, ,1,2,1,4,1,2,1,2,1,2,1,0,0,1,1,1,5,3, ,1,4, ,2500, , ,3, ,5,01,1, , ,2,1,1,1,1,1,1,2,1,1,2,2,2,2,4,2,2,1,290330000,000-0,2,2,177,23830,487
2900682404,1,8,10,2,80, ,1,2,3,10,1,2,1,2,1,2,0,3,0,1,1,0,13,2,2,1,4, ,5000, , ,4, , ,02,1, , ,1,1,2,2,1,2,2,2,2,1,2,2,2,2,4,2,2,1,290330000,000-0,2,2,177,23830,487
2900682405,1,8,10,2,12, ,1,2,2,4,1,3,1,2,1,2,0,1,1,1,1,0,7,3, ,1,3, ,2500,3000,1,1,2,1,01,1, , ,3,1,1,1,1,2,1,2,1,1,2,2,2,2,6,3,3,1,290330000,000-0,2,2,177,23830,487
2900724301,1,8,10,2,35, ,1,2,4,6,1,2,1,2,1,2,1,2,0,1,1,0,7,3, ,1,4, ,2000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,7,2,5,1,290410000,000-0,2,2,177,23570,795
2900724302,1,7,10,2,30, ,1,2,2,4,1,3,1,2,2,2,1,0,0,1,1,0,5,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,0,2,1,290410000,000-0,2,2,177,23570,795
2900724303,1,8,10,2,40, ,1,2,3,5,1,4,1,2,1,2,1,0,0,1,1,1,6,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,2,1,1,2,1,2,1,1,2,2,2,2,5,3,2,1,290410000,000-0,2,2,177,23570,795
2900724305,1,8,10,3,6, ,1,2,3,6,1,3,1,2,1,2,2,2,0,1,1,0,10,3, ,1,4, ,2000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,1,2,1,1,1,1,2,2,4,1,3,1,290410000,000-0,2,2,177,23570,795
2900760502,1,8,10,2,30, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,4,0,3, ,1,4, ,1000, , ,3, ,5,01,1,02,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,5,1,4,1,290410000,000-0,2,2,177,24010,682
2900760504,1,8,10,2,65, ,1,2,4,6,1,1,1,2,1,2,0,1,1,1,1,0,8,3, ,1,4, ,1500, , ,3, ,5,01,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,2,2,8,4,4,1,290410000,000-0,2,2,177,24010,682
2900760505,1,8,10,2,10, ,1,2,2,3,1,1,1,2,2,2,0,1,0,1,1,0,5,3, ,1,4, ,500, , ,2, ,5,01,1, , ,1,1,2,2,1,2,2,2,2,1,2,2,2,2,3,2,1,1,290410000,000-0,2,2,177,24010,682
2900762702,1,8,10,2,35, ,1,2,2,3,1,1,1,2,1,2,0,1,0,1,1,0,4,1,2,1,4, ,400, , ,2, ,5,01,1, , ,1,1,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,1,290410000,000-0,2,2,177,23720,672
2900762703,1,8,10,3,0, ,1,2,2,6,1,2,1,2,1,2,1,1,0,1,1,3,12,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,2,1,1,1,1,2,1,1,1,1,2,1,2,2,3,1,2,1,290410000,000-0,2,2,177,23720,672
2900762704,1,8,10,2, ,1,1,2,1,2,2,2,1,1,2,2,0,1,0,1,1,0,2,3, ,1,1,600, , ,1, , , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,2,290410000,000-0,2,2,177,23720,672
2900762705,1,8,10,2,20, ,1,2,1,3,1,1,1,2,1,2,0,1,0,1,1,3,2,3, ,1,4, ,1200, , ,2, ,4,01,1, , ,3,1,2,2,1,2,2,2,2,1,2,2,2,2,7,3,4,1,290410000,000-0,2,2,177,23720,672
2900788901,1,8,10,3, ,1,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,1,1,1000, , ,1, , , , , , , , ,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,0,1,290440000,000-0,2,2,177,23770,439
2900788903,1,7,10,2, ,1,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,1,800, , ,1, , , , , , , , ,2,1,1,1,2,2,2,1,1,2,2,2,2,6,3,3,1,290440000,000-0,2,2,177,23770,439
2900788904,1,8,10,2,32, ,1,2,4,7,1,1,1,2,1,2,1,0,0,1,1,0,11,3, ,1,4, ,4000, , ,2, ,5,01,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,2,2,8,4,4,1,290440000,000-0,2,2,177,23770,439
2900788905,1,7,10,3,25, ,1,2,1,6,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,1,4, ,700, , ,1,1,5,01,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,0,1,1,290440000,000-0,2,2,177,23770,439
2900822101,1,8,10,2, ,1,1,2,1,2,1,1,1,2,1,2,0,1,1,1,1,0,6,2,2,1,1,1500, , ,1, , , , , , , , ,1,1,1,1,2,2,2,1,1,2,2,2,2,4,3,1,1,290440000,000-0,2,2,177,23550,630
2900822102,1,8,10,2, ,1,1,2,1,2,1,1,1,2,1,2,1,0,0,1,1,3,5,3, ,1,1,1500, , ,1, , , , , , , , ,1,2,1,1,2,1,2,1,1,2,2,2,2,5,2,3,1,290440000,000-0,2,2,177,23550,630
2900822103,1,8,10,2,6, ,1,1,2,3,2,1,1,2,2,2,0,1,0,2,1,3,0,3, ,1,4, ,500, , ,2, ,5,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,6,3,3,1,290440000,000-0,2,2,177,23550,630
2900822104,1,8,10,2,15, ,1,2,2,3,2,1,1,2,2,2,0,1,0,1,1,9,0,3, ,1,4, ,700, , ,2, ,5,01,1, , ,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,290440000,000-0,2,2,177,23550,630
2900822105,1,8,10,2,10, ,1,2,2,3,2,1,1,2,2,2,0,1,0,1,1,0,6,3, ,1,4, ,800, , ,2, ,5,01,1,02,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,1,290440000,000-0,2,2,177,23550,630
2900860601,2,8,10,2,10, ,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,3, ,1500,1000,1,1,2,1,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,1,2,1,290440000,000-0,2,2,177,24070,672
2900860602,1,8,10,2,1, ,1,2,1,4,1,1,1,2,1,2,0,1,0,1,1,0,6,3, ,1,4, ,800, , ,2, ,5,01,1, , ,3,1,2,2,1,2,2,2,2,1,2,2,2,2,4,2,2,1,290440000,000-0,2,2,177,24070,672
2900860603,1,8,10,2,6, ,1,2,3,4,1,1,1,2,1,2,1,1,0,1,1,0,8,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,1,2,1,1,1,2,2,2,4,3,1,1,290440000,000-0,2,2,177,24070,672
2900860605,1,8,10,2,10, ,1,1,1,1,1,1,1,1,2,2,0,1,0,1,1,0,4,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,0,1,290440000,000-0,2,2,177,24070,672
2900863201,1,8,10,3,22, ,1,1,2,3,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,2,1,1,2,2,2,1,1,2,2,2,2,4,3,1,1,290480000,000-0,2,2,177,23590,712
2900863202,1,8,10,2,8, ,1,2,1,2,2,2,1,2,2,2,0,1,0,1,1,1,3,3, ,1,2, ,800, , , , , , , , , , ,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,1,290480000,000-0,2,2,177,23590,712
2900863203,1,8,10,2,10, ,1,2,2,4,1,2,1,2,1,2,1,0,0,1,1,0,6,3, ,1,4, ,3000, , ,2, ,5,02,1, , ,1,1,2,1,1,2,1,2,1,1,2,2,2,2,5,3,2,1,290480000,000-0,2,2,177,23590,712
2900863204,1,7,10,2,39, ,1,2,2,5,1,2,1,2,1,2,1,0,0,1,1,0,5,3, ,1,4, ,800, , ,2, ,5,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,0,1,290480000,000-0,2,2,177,23590,712
2900863205,1,8,10,3,10, ,1,2,1,2,2,2,2, , , , , , ,5,1,1,1,3, ,1,2, ,1000, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,290480000,000-0,2,2,177,23590,712
2900886802,1,8,10,2,3, ,1,2,2,4,2,2,1,2,2,2,0,1,0,1,1,0,6,1,2,4,4, ,400, , ,2, ,5,02,1, , ,3,1,2,2,2,1,2,2,2,1,2,2,2,2,5,3,2,1,290480000,000-0,2,2,177,24030,710
2900886803,1,8,10,2,5, ,1,2,1,4,2,2,1,2,2,2,0,1,0,1,1,4,3,3, ,1,4, ,1000, , ,2, ,5,01,1, , ,3,1,2,2,1,2,2,2,2,1,2,2,2,2,3,1,2,1,290480000,000-0,2,2,177,24030,710
2900886804,1,8,10,2,6, ,2, ,1,1,2,2,2, , , , , , ,3,1,0,2,2,2,4,4, ,400, , ,2, ,2,01,1, , ,3,1,2,2,2,2,2,2,2,1,2,2,2,2,4,3,1,1,290480000,000-0,2,2,177,24030,710
2900971401,1,8,10,2,1, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,1,1,1100, , ,1, , , , , , , , ,1,1,1,1,1,1,2,1,1,2,2,2,2,6,2,4,1,290050000,000-0,3,2,177,23510,488
2900971402,1,8,10,2,1, ,1,2,2,4,1,1,1,2,1,2,0,1,0,1,1,0,6,3, ,1,2, ,1500, , , , , , , , , , ,1,2,2,1,2,1,2,2,1,2,2,2,2,4,2,2,1,290050000,000-0,3,2,177,23510,488
2900971403,1,6,03,2,6, ,1,2,2,3,5, ,1,2,2,2,0,1,0,1,1,0,3,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,2,1,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,1,290050000,000-0,3,2,177,23510,488
2900971404,1,8,10,2,5, ,1,1,1,3,1,2,1,2,1,2,1,0,0,1,1,5,0,3, ,1,4, ,1000, , ,2, ,4,01,1, , ,1,1,1,1,1,2,1,2,1,2,2,2,2,2,4,3,1,1,290050000,000-0,3,2,177,23510,488
2900971405,1,8,10,2, ,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,1,0,2,3, ,1,1,2000, , ,1, , , , , , , , ,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,0,1,290050000,000-0,3,2,177,23510,488
2900983301,1,8,10,2,10, ,1,2,2,3,1,2,1,2,1,2,1,0,0,1,1,1,3,3, ,1,3, ,1500,1400,1,1,1,1,01,1, , ,3,2,2,1,1,1,2,2,1,1,2,1,2,2,4,2,2,1,290050000,000-0,3,2,177,23960,597
2900983302,1,8,10,2,50, ,1,2,4,5,1,2,1,2,1,2,1,0,0,1,1,1,5,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,1,2,1,1,1,2,2,2,4,1,3,1,290050000,000-0,3,2,177,23960,597
2900983303,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,11,3, ,1,1,2000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,290050000,000-0,3,2,177,23960,597
2900983304,1,8,10,3,4, ,1,2,1,3,1,2,1,2,1,2,1,0,0,1,1,0,7,3, ,1,3, ,1500,1800,1,1,1,1,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,4,3,1,1,290050000,000-0,3,2,177,23960,597
2900983305,1,8,10,2,2, ,1,2,2,3,2,1,1,2,2,2,0,1,0,1,1,2,1,3, ,1,4, ,1200, , ,2, ,5,01,1, , ,3,1,2,2,2,1,2,2,2,1,2,2,2,2,7,4,3,1,290050000,000-0,3,2,177,23960,597
2901072501,1,8,10,3,10, ,1,2,3,5,1,2,1,2,1,2,2,0,0,1,1,0,12,3, ,1,3, ,2000,5400,2,1,1,1,01,1, , ,1,1,1,1,1,2,2,2,1,1,1,2,2,2,5,4,1,1,290100000,000-0,3,2,177,23730,610
2901072502,1,8,10,2,12, ,1,2,2,4,1,1,1,2,2,2,0,1,0,1,1,1,6,3, ,1,2, ,1200, , , , , , , , , , ,1,1,2,1,2,2,2,2,1,2,2,2,2,6,2,4,1,290100000,000-0,3,2,177,23730,610
2901072503,1,8,10,2,30, ,1,2,1,3,1,2,1,2,1,2,1,0,0,2,1,0,3,3, ,1,2, ,800, , , , , , , , , , ,1,2,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,290100000,000-0,3,2,177,23730,610
2901072504,1,8,10,2,35, ,1,2,3,6,1,2,1,1,2,2,1,0,0,2,1,8,8,3, ,1,4, ,5000, , ,2, ,5,01,1,02,1,3,2,2,1,1,1,2,2,1,1,1,2,2,2,5,2,3,1,290100000,000-0,3,2,177,23730,610
2901072505,1,8,10,2,30, ,1,2,1,2,1,2,1,2,1,2,1,0,0,2,1,3,11,3, ,1,4, ,800, , ,2, ,5,02,1, , ,3,1,2,1,1,2,2,2,1,1,2,1,2,2,5,2,3,1,290100000,000-0,3,2,177,23730,610
2901089102,1,8,10,2,25, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,1,4, ,3000, , ,2, ,5,01,1, , ,1,1,1,1,1,2,1,2,1,1,2,2,2,2,5,3,2,1,290130000,000-0,3,2,175,24170,500
2901089103,1,8,10,2,24, ,1,2,1,3,1,2,1,1,1,2,1,0,0,1,1,0,2,1,2,1,2, ,1000, , , , , , , , , , ,2,2,1,1,2,2,2,2,1,2,1,2,2,3,1,2,1,290130000,000-0,3,2,175,24170,500
2901089104,1,8,10,2,22, ,1,2,5,6,1,2,1,2,1,2,1,0,0,1,1,1,7,3, ,1,4, ,500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,2,1,2,2,13,5,8,2,290130000,000-0,3,2,175,24170,500
2901089105,1,8,10,2,8, ,2, ,1,1,2,2,1,1,2,2,0,1,0,1,1,1,0,3, ,1,2, ,600, , , , , , , , , , ,1,2,2,2,2,1,2,2,1,2,2,2,2,8,5,3,1,290130000,000-0,3,2,175,24170,500
2901089211,1,8,10,2,8, ,1,2,2,6,1,2,1,2,1,2,0,1,1,1,1,0,10,3, ,1,4, ,2000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,1,290130000,000-0,3,2,175,24170,500
2901089212,3,8,10,2,45, ,1,2,1,2,2,2,1,2,2,2,0,1,0,1,1,1,2,1,2,1,4, ,800, , ,3, ,5,01,1, , ,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,290130000,000-0,3,2,175,24170,500
2901089213,1,8,10,2,35, ,1,2,1,4,1,2,1,2,1,2,1,0,0,1,1,6,0,3, ,1,4, ,3000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,290130000,000-0,3,2,175,24170,500
2901089214,1,8,10,2,40, ,1,2,1,4,2,2,1,2,2,2,0,1,0,1,1,1,3,1,2,1,5, ,800, , , , , , , , , , ,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,290130000,000-0,3,2,175,24170,500
2901089215,1,8,10,2,40, ,1,2,5,9,2,1,1,2,1,2,0,1,1,1,1,5,4,3, ,1,4, ,1500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,1,2,1,1,2,1,2,2,8,3,5,2,290130000,000-0,3,2,175,24170,500
2901089606,1,8,04,2,12, ,1,2,2,3,2,2,1,2,2,2,0,1,0,1,1,3,0,3, ,1,4, ,1000, , ,2, ,5,02,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,5,3,2,1,290130000,000-0,3,2,175,24170,500
2901089607,1,8,04,2,45, ,1,2,1,3,2,2,1,2,2,2,0,1,0,1,1,3,0,3, ,1,4, ,800, , ,4, , ,01,1, , ,3,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,0,1,290130000,000-0,3,2,175,24170,500
2901089608,1,8,10,2,30, ,1,2,2,4,1,2,1,2,2,2,0,1,0,1,1,2,4,3, ,1,4, ,800, , ,2, ,5,01,1, , ,3,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,290130000,000-0,3,2,175,24170,500
2901089609,1,8,10,2,7, ,1,1,1,1,1,2,1,2,2,2,1,0,0,1,1,0,4,3, ,1,2, ,700, , , , , , , , , , ,1,2,1,1,2,2,2,2,1,2,2,2,2,5,3,2,1,290130000,000-0,3,2,175,24170,500
2901089610,1,8,10,2,17, ,1,1,2,2,2,2,1,1,2,2,0,1,0,1,1,2,0,1,2,1,4, ,500, , ,2, ,5,02,1, , ,3,1,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,290130000,000-0,3,2,175,24170,500
2901089816,1,8,10,2,1, ,1,2,2,4,2,2,1,2,2,2,0,1,0,1,1,4,0,3, ,1,4, ,800, , ,3, ,5,01,1, , ,3,1,2,2,1,2,2,2,2,1,2,2,2,2,6,3,3,1,290130000,000-0,3,2,175,24170,500
2901089817,1,8,10,2,30, ,1,2,1,3,2,2,1,1,2,2,0,1,0,1,1,0,3,3, ,1,4, ,700, , ,4, , ,01,1, , ,3,1,2,2,1,2,2,2,2,1,2,2,2,2,5,1,4,1,290130000,000-0,3,2,175,24170,500
2901089818,1,8,10,2,40, ,1,2,1,3,2,2,1,1,2,2,0,1,0,1,1,2,1,1,2,1,4, ,300, , ,4, , ,01,1, , ,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,290130000,000-0,3,2,175,24170,500
2901089819,1,8,10,2,25, ,1,2,3,4,1,2,1,2,1,2,1,1,0,1,1,0,5,3, ,1,2, ,1000, , , , , , , , , , ,1,1,1,1,2,1,2,1,1,2,1,2,2,4,2,2,1,290130000,000-0,3,2,175,24170,500
2901089820,1,8,03,3,6, ,1,2,1,2,2,2,1,1,2,2,0,1,0,1,1,2,0,3, ,1,4, ,1000, , ,3, ,5,01,1, , ,1,1,2,2,2,2,1,2,2,2,2,2,2,2,5,3,2,1,290130000,000-0,3,2,175,24170,500
